item_id,file_name,status
betternether:acacia_chair,betternether__acacia_chair.png,OK
betternether:acacia_taburet,betternether__acacia_taburet.png,OK
betternether:agave,betternether__agave.png,OK
betternether:agave_leaf,betternether__agave_leaf.png,OK
betternether:agave_medicine,betternether__agave_medicine.png,OK
betternether:anchor_tree_bar_stool,betternether__anchor_tree_bar_stool.png,OK
betternether:anchor_tree_bark,betternether__anchor_tree_bark.png,OK
betternether:anchor_tree_barrel,betternether__anchor_tree_barrel.png,OK
betternether:anchor_tree_boat,betternether__anchor_tree_boat.png,OK
betternether:anchor_tree_bookshelf,betternether__anchor_tree_bookshelf.png,OK
betternether:anchor_tree_button,betternether__anchor_tree_button.png,OK
betternether:anchor_tree_chair,betternether__anchor_tree_chair.png,OK
betternether:anchor_tree_chest,betternether__anchor_tree_chest.png,OK
betternether:anchor_tree_chest_boat,betternether__anchor_tree_chest_boat.png,OK
betternether:anchor_tree_chiseled_bookshelf,betternether__anchor_tree_chiseled_bookshelf.png,OK
betternether:anchor_tree_composter,betternether__anchor_tree_composter.png,OK
betternether:anchor_tree_crafting_table,betternether__anchor_tree_crafting_table.png,OK
betternether:anchor_tree_door,betternether__anchor_tree_door.png,OK
betternether:anchor_tree_fence,betternether__anchor_tree_fence.png,OK
betternether:anchor_tree_gate,betternether__anchor_tree_gate.png,OK
betternether:anchor_tree_hanging_sign,betternether__anchor_tree_hanging_sign.png,OK
betternether:anchor_tree_ladder,betternether__anchor_tree_ladder.png,OK
betternether:anchor_tree_leaves,betternether__anchor_tree_leaves.png,OK
betternether:anchor_tree_log,betternether__anchor_tree_log.png,OK
betternether:anchor_tree_planks,betternether__anchor_tree_planks.png,OK
betternether:anchor_tree_plate,betternether__anchor_tree_plate.png,OK
betternether:anchor_tree_sapling,betternether__anchor_tree_sapling.png,OK
betternether:anchor_tree_sign,betternether__anchor_tree_sign.png,OK
betternether:anchor_tree_slab,betternether__anchor_tree_slab.png,OK
betternether:anchor_tree_stairs,betternether__anchor_tree_stairs.png,OK
betternether:anchor_tree_stripped_bark,betternether__anchor_tree_stripped_bark.png,OK
betternether:anchor_tree_stripped_log,betternether__anchor_tree_stripped_log.png,OK
betternether:anchor_tree_taburet,betternether__anchor_tree_taburet.png,OK
betternether:anchor_tree_trapdoor,betternether__anchor_tree_trapdoor.png,OK
betternether:anchor_tree_wall,betternether__anchor_tree_wall.png,OK
betternether:bamboo_bar_stool,betternether__bamboo_bar_stool.png,OK
betternether:bamboo_chair,betternether__bamboo_chair.png,OK
betternether:bamboo_taburet,betternether__bamboo_taburet.png,OK
betternether:bar_stool_cincinnasite,betternether__bar_stool_cincinnasite.png,OK
betternether:barrel_cactus,betternether__barrel_cactus.png,OK
betternether:basalt_bricks,betternether__basalt_bricks.png,OK
betternether:basalt_bricks_slab,betternether__basalt_bricks_slab.png,OK
betternether:basalt_bricks_stairs,betternether__basalt_bricks_stairs.png,OK
betternether:basalt_bricks_wall,betternether__basalt_bricks_wall.png,OK
betternether:basalt_furnace,betternether__basalt_furnace.png,OK
betternether:basalt_slab,betternether__basalt_slab.png,OK
betternether:basalt_stalactite,betternether__basalt_stalactite.png,OK
betternether:birch_bar_stool,betternether__birch_bar_stool.png,OK
betternether:birch_chair,betternether__birch_chair.png,OK
betternether:birch_taburet,betternether__birch_taburet.png,OK
betternether:black_apple,betternether__black_apple.png,OK
betternether:black_apple_seed,betternether__black_apple_seed.png,OK
betternether:black_bush,betternether__black_bush.png,OK
betternether:black_vine,betternether__black_vine.png,OK
betternether:blackstone_furnace,betternether__blackstone_furnace.png,OK
betternether:blackstone_stalactite,betternether__blackstone_stalactite.png,OK
betternether:bleached_gloomsculk,betternether__bleached_gloomsculk.png,OK
betternether:blooming_vine,betternether__blooming_vine.png,OK
betternether:blue_crying_obsidian,betternether__blue_crying_obsidian.png,OK
betternether:blue_obsidian,betternether__blue_obsidian.png,OK
betternether:blue_obsidian_bricks,betternether__blue_obsidian_bricks.png,OK
betternether:blue_obsidian_bricks_slab,betternether__blue_obsidian_bricks_slab.png,OK
betternether:blue_obsidian_bricks_stairs,betternether__blue_obsidian_bricks_stairs.png,OK
betternether:blue_obsidian_glass,betternether__blue_obsidian_glass.png,OK
betternether:blue_obsidian_glass_pane,betternether__blue_obsidian_glass_pane.png,OK
betternether:blue_obsidian_rod_tiles,betternether__blue_obsidian_rod_tiles.png,OK
betternether:blue_obsidian_tile,betternether__blue_obsidian_tile.png,OK
betternether:blue_obsidian_tile_slab,betternether__blue_obsidian_tile_slab.png,OK
betternether:blue_obsidian_tile_small,betternether__blue_obsidian_tile_small.png,OK
betternether:blue_obsidian_tile_stairs,betternether__blue_obsidian_tile_stairs.png,OK
betternether:blue_weeping_obsidian,betternether__blue_weeping_obsidian.png,OK
betternether:bone_block,betternether__bone_block.png,OK
betternether:bone_button,betternether__bone_button.png,OK
betternether:bone_cincinnasite_door,betternether__bone_cincinnasite_door.png,OK
betternether:bone_grass,betternether__bone_grass.png,OK
betternether:bone_mushroom,betternether__bone_mushroom.png,OK
betternether:bone_plate,betternether__bone_plate.png,OK
betternether:bone_reed_door,betternether__bone_reed_door.png,OK
betternether:bone_slab,betternether__bone_slab.png,OK
betternether:bone_stairs,betternether__bone_stairs.png,OK
betternether:bone_stalactite,betternether__bone_stalactite.png,OK
betternether:bone_tile,betternether__bone_tile.png,OK
betternether:bone_wall,betternether__bone_wall.png,OK
betternether:bowl_upgrade_smithing_template,betternether__bowl_upgrade_smithing_template.png,OK
betternether:brick_pot,betternether__brick_pot.png,OK
betternether:bricks_fire_bowl,betternether__bricks_fire_bowl.png,OK
betternether:bricks_fire_bowl_soul,betternether__bricks_fire_bowl_soul.png,OK
betternether:ceiling_mushrooms,betternether__ceiling_mushrooms.png,OK
betternether:chair_cincinnasite,betternether__chair_cincinnasite.png,OK
betternether:cherry_bar_stool,betternether__cherry_bar_stool.png,OK
betternether:cherry_chair,betternether__cherry_chair.png,OK
betternether:cherry_taburet,betternether__cherry_taburet.png,OK
betternether:chest_of_drawers,betternether__chest_of_drawers.png,OK
betternether:cincinnasite,betternether__cincinnasite.png,OK
betternether:cincinnasite_anvil,betternether__cincinnasite_anvil.png,OK
betternether:cincinnasite_axe,betternether__cincinnasite_axe.png,OK
betternether:cincinnasite_axe_diamond,betternether__cincinnasite_axe_diamond.png,OK
betternether:cincinnasite_bars,betternether__cincinnasite_bars.png,OK
betternether:cincinnasite_block,betternether__cincinnasite_block.png,OK
betternether:cincinnasite_boots,betternether__cincinnasite_boots.png,OK
betternether:cincinnasite_brick_plate,betternether__cincinnasite_brick_plate.png,OK
betternether:cincinnasite_bricks,betternether__cincinnasite_bricks.png,OK
betternether:cincinnasite_bricks_pillar,betternether__cincinnasite_bricks_pillar.png,OK
betternether:cincinnasite_button,betternether__cincinnasite_button.png,OK
betternether:cincinnasite_carved,betternether__cincinnasite_carved.png,OK
betternether:cincinnasite_chain,betternether__cincinnasite_chain.png,OK
betternether:cincinnasite_chestplate,betternether__cincinnasite_chestplate.png,OK
betternether:cincinnasite_diamond_upgrade_smithing_template,betternether__cincinnasite_diamond_upgrade_smithing_template.png,OK
betternether:cincinnasite_fire_bowl,betternether__cincinnasite_fire_bowl.png,OK
betternether:cincinnasite_fire_bowl_soul,betternether__cincinnasite_fire_bowl_soul.png,OK
betternether:cincinnasite_forge,betternether__cincinnasite_forge.png,OK
betternether:cincinnasite_forged,betternether__cincinnasite_forged.png,OK
betternether:cincinnasite_frame,betternether__cincinnasite_frame.png,OK
betternether:cincinnasite_helmet,betternether__cincinnasite_helmet.png,OK
betternether:cincinnasite_hoe,betternether__cincinnasite_hoe.png,OK
betternether:cincinnasite_hoe_diamond,betternether__cincinnasite_hoe_diamond.png,OK
betternether:cincinnasite_ingot,betternether__cincinnasite_ingot.png,OK
betternether:cincinnasite_lantern,betternether__cincinnasite_lantern.png,OK
betternether:cincinnasite_lantern_small,betternether__cincinnasite_lantern_small.png,OK
betternether:cincinnasite_leggings,betternether__cincinnasite_leggings.png,OK
betternether:cincinnasite_ore,betternether__cincinnasite_ore.png,OK
betternether:cincinnasite_pedestal,betternether__cincinnasite_pedestal.png,OK
betternether:cincinnasite_pickaxe,betternether__cincinnasite_pickaxe.png,OK
betternether:cincinnasite_pickaxe_diamond,betternether__cincinnasite_pickaxe_diamond.png,OK
betternether:cincinnasite_pillar,betternether__cincinnasite_pillar.png,OK
betternether:cincinnasite_plate,betternether__cincinnasite_plate.png,OK
betternether:cincinnasite_pot,betternether__cincinnasite_pot.png,OK
betternether:cincinnasite_shears,betternether__cincinnasite_shears.png,OK
betternether:cincinnasite_shovel,betternether__cincinnasite_shovel.png,OK
betternether:cincinnasite_shovel_diamond,betternether__cincinnasite_shovel_diamond.png,OK
betternether:cincinnasite_slab,betternether__cincinnasite_slab.png,OK
betternether:cincinnasite_stairs,betternether__cincinnasite_stairs.png,OK
betternether:cincinnasite_sword,betternether__cincinnasite_sword.png,OK
betternether:cincinnasite_sword_diamond,betternether__cincinnasite_sword_diamond.png,OK
betternether:cincinnasite_tile_large,betternether__cincinnasite_tile_large.png,OK
betternether:cincinnasite_tile_small,betternether__cincinnasite_tile_small.png,OK
betternether:cincinnasite_wall,betternether__cincinnasite_wall.png,OK
betternether:crimson_bar_stool,betternether__crimson_bar_stool.png,OK
betternether:crimson_barrel,betternether__crimson_barrel.png,OK
betternether:crimson_boat,betternether__crimson_boat.png,OK
betternether:crimson_bookshelf,betternether__crimson_bookshelf.png,OK
betternether:crimson_chair,betternether__crimson_chair.png,OK
betternether:crimson_chest,betternether__crimson_chest.png,OK
betternether:crimson_chest_boat,betternether__crimson_chest_boat.png,OK
betternether:crimson_composter,betternether__crimson_composter.png,OK
betternether:crimson_crafting_table,betternether__crimson_crafting_table.png,OK
betternether:crimson_ladder,betternether__crimson_ladder.png,OK
betternether:crimson_taburet,betternether__crimson_taburet.png,OK
betternether:dark_oak_bar_stool,betternether__dark_oak_bar_stool.png,OK
betternether:dark_oak_chair,betternether__dark_oak_chair.png,OK
betternether:dark_oak_taburet,betternether__dark_oak_taburet.png,OK
betternether:egg_plant,betternether__egg_plant.png,OK
betternether:eye_seed,betternether__eye_seed.png,OK
betternether:farmland,betternether__farmland.png,OK
betternether:feather_fern,betternether__feather_fern.png,OK
betternether:flaming_ruby_axe,betternether__flaming_ruby_axe.png,OK
betternether:flaming_ruby_boots,betternether__flaming_ruby_boots.png,OK
betternether:flaming_ruby_chestplate,betternether__flaming_ruby_chestplate.png,OK
betternether:flaming_ruby_helmet,betternether__flaming_ruby_helmet.png,OK
betternether:flaming_ruby_hoe,betternether__flaming_ruby_hoe.png,OK
betternether:flaming_ruby_leggings,betternether__flaming_ruby_leggings.png,OK
betternether:flaming_ruby_pickaxe,betternether__flaming_ruby_pickaxe.png,OK
betternether:flaming_ruby_shovel,betternether__flaming_ruby_shovel.png,OK
betternether:flaming_ruby_sword,betternether__flaming_ruby_sword.png,OK
betternether:flaming_ruby_upgrade_smithing_template,betternether__flaming_ruby_upgrade_smithing_template.png,OK
betternether:geyser,betternether__geyser.png,OK
betternether:giant_lucis,betternether__giant_lucis.png,OK
betternether:giant_mold_sapling,betternether__giant_mold_sapling.png,OK
betternether:gloomgrass,betternether__gloomgrass.png,OK
betternether:gloomsculk_crystal,betternether__gloomsculk_crystal.png,OK
betternether:gloomsculk_geode,betternether__gloomsculk_geode.png,OK
betternether:gloomsculk_geode_crystal,betternether__gloomsculk_geode_crystal.png,OK
betternether:gloomsculk_lamp,betternether__gloomsculk_lamp.png,OK
betternether:gloomsculk_vine,betternether__gloomsculk_vine.png,OK
betternether:gloomwisp_vine,betternether__gloomwisp_vine.png,OK
betternether:gloomwood_bar_stool,betternether__gloomwood_bar_stool.png,OK
betternether:gloomwood_bark,betternether__gloomwood_bark.png,OK
betternether:gloomwood_barrel,betternether__gloomwood_barrel.png,OK
betternether:gloomwood_bleached_leaves,betternether__gloomwood_bleached_leaves.png,OK
betternether:gloomwood_boat,betternether__gloomwood_boat.png,OK
betternether:gloomwood_bookshelf,betternether__gloomwood_bookshelf.png,OK
betternether:gloomwood_button,betternether__gloomwood_button.png,OK
betternether:gloomwood_chair,betternether__gloomwood_chair.png,OK
betternether:gloomwood_chest,betternether__gloomwood_chest.png,OK
betternether:gloomwood_chest_boat,betternether__gloomwood_chest_boat.png,OK
betternether:gloomwood_chiseled_bookshelf,betternether__gloomwood_chiseled_bookshelf.png,OK
betternether:gloomwood_composter,betternether__gloomwood_composter.png,OK
betternether:gloomwood_crafting_table,betternether__gloomwood_crafting_table.png,OK
betternether:gloomwood_dark_bar_stool,betternether__gloomwood_dark_bar_stool.png,OK
betternether:gloomwood_dark_bark,betternether__gloomwood_dark_bark.png,OK
betternether:gloomwood_dark_barrel,betternether__gloomwood_dark_barrel.png,OK
betternether:gloomwood_dark_bookshelf,betternether__gloomwood_dark_bookshelf.png,OK
betternether:gloomwood_dark_button,betternether__gloomwood_dark_button.png,OK
betternether:gloomwood_dark_chair,betternether__gloomwood_dark_chair.png,OK
betternether:gloomwood_dark_chest,betternether__gloomwood_dark_chest.png,OK
betternether:gloomwood_dark_chiseled_bookshelf,betternether__gloomwood_dark_chiseled_bookshelf.png,OK
betternether:gloomwood_dark_composter,betternether__gloomwood_dark_composter.png,OK
betternether:gloomwood_dark_crafting_table,betternether__gloomwood_dark_crafting_table.png,OK
betternether:gloomwood_dark_door,betternether__gloomwood_dark_door.png,OK
betternether:gloomwood_dark_fence,betternether__gloomwood_dark_fence.png,OK
betternether:gloomwood_dark_gate,betternether__gloomwood_dark_gate.png,OK
betternether:gloomwood_dark_hanging_sign,betternether__gloomwood_dark_hanging_sign.png,OK
betternether:gloomwood_dark_ladder,betternether__gloomwood_dark_ladder.png,OK
betternether:gloomwood_dark_log,betternether__gloomwood_dark_log.png,OK
betternether:gloomwood_dark_molten_log,betternether__gloomwood_dark_molten_log.png,OK
betternether:gloomwood_dark_planks,betternether__gloomwood_dark_planks.png,OK
betternether:gloomwood_dark_plate,betternether__gloomwood_dark_plate.png,OK
betternether:gloomwood_dark_sign,betternether__gloomwood_dark_sign.png,OK
betternether:gloomwood_dark_slab,betternether__gloomwood_dark_slab.png,OK
betternether:gloomwood_dark_stairs,betternether__gloomwood_dark_stairs.png,OK
betternether:gloomwood_dark_stripped_bark,betternether__gloomwood_dark_stripped_bark.png,OK
betternether:gloomwood_dark_stripped_log,betternether__gloomwood_dark_stripped_log.png,OK
betternether:gloomwood_dark_taburet,betternether__gloomwood_dark_taburet.png,OK
betternether:gloomwood_dark_trapdoor,betternether__gloomwood_dark_trapdoor.png,OK
betternether:gloomwood_dark_wall,betternether__gloomwood_dark_wall.png,OK
betternether:gloomwood_door,betternether__gloomwood_door.png,OK
betternether:gloomwood_fence,betternether__gloomwood_fence.png,OK
betternether:gloomwood_gate,betternether__gloomwood_gate.png,OK
betternether:gloomwood_hanging_sign,betternether__gloomwood_hanging_sign.png,OK
betternether:gloomwood_ladder,betternether__gloomwood_ladder.png,OK
betternether:gloomwood_leaves,betternether__gloomwood_leaves.png,OK
betternether:gloomwood_log,betternether__gloomwood_log.png,OK
betternether:gloomwood_planks,betternether__gloomwood_planks.png,OK
betternether:gloomwood_plate,betternether__gloomwood_plate.png,OK
betternether:gloomwood_sapling,betternether__gloomwood_sapling.png,OK
betternether:gloomwood_sign,betternether__gloomwood_sign.png,OK
betternether:gloomwood_slab,betternether__gloomwood_slab.png,OK
betternether:gloomwood_stairs,betternether__gloomwood_stairs.png,OK
betternether:gloomwood_stripped_bark,betternether__gloomwood_stripped_bark.png,OK
betternether:gloomwood_stripped_log,betternether__gloomwood_stripped_log.png,OK
betternether:gloomwood_taburet,betternether__gloomwood_taburet.png,OK
betternether:gloomwood_transition_log,betternether__gloomwood_transition_log.png,OK
betternether:gloomwood_transition_planks,betternether__gloomwood_transition_planks.png,OK
betternether:gloomwood_transition_stripped_log,betternether__gloomwood_transition_stripped_log.png,OK
betternether:gloomwood_trapdoor,betternether__gloomwood_trapdoor.png,OK
betternether:gloomwood_wall,betternether__gloomwood_wall.png,OK
betternether:glowstone_pile,betternether__glowstone_pile.png,OK
betternether:glowstone_stalactite,betternether__glowstone_stalactite.png,OK
betternether:golden_lumabus_seed,betternether__golden_lumabus_seed.png,OK
betternether:golden_vine,betternether__golden_vine.png,OK
betternether:gray_mold,betternether__gray_mold.png,OK
betternether:herbal_medicine,betternether__herbal_medicine.png,OK
betternether:hook_mushroom,betternether__hook_mushroom.png,OK
betternether:hook_mushroom_cooked,betternether__hook_mushroom_cooked.png,OK
betternether:ink_bush_seed,betternether__ink_bush_seed.png,OK
betternether:jellyfish_mushroom_sapling,betternether__jellyfish_mushroom_sapling.png,OK
betternether:jungle_bar_stool,betternether__jungle_bar_stool.png,OK
betternether:jungle_chair,betternether__jungle_chair.png,OK
betternether:jungle_grass,betternether__jungle_grass.png,OK
betternether:jungle_moss,betternether__jungle_moss.png,OK
betternether:jungle_plant,betternether__jungle_plant.png,OK
betternether:jungle_taburet,betternether__jungle_taburet.png,OK
betternether:lapis_pile,betternether__lapis_pile.png,OK
betternether:lucis_spore,betternether__lucis_spore.png,OK
betternether:lumabus_seed,betternether__lumabus_seed.png,OK
betternether:magma_flower,betternether__magma_flower.png,OK
betternether:mangrove_bar_stool,betternether__mangrove_bar_stool.png,OK
betternether:mangrove_chair,betternether__mangrove_chair.png,OK
betternether:mangrove_taburet,betternether__mangrove_taburet.png,OK
betternether:molten_gloomsculk,betternether__molten_gloomsculk.png,OK
betternether:moss_cover,betternether__moss_cover.png,OK
betternether:mushroom_fir_bar_stool,betternether__mushroom_fir_bar_stool.png,OK
betternether:mushroom_fir_bark,betternether__mushroom_fir_bark.png,OK
betternether:mushroom_fir_barrel,betternether__mushroom_fir_barrel.png,OK
betternether:mushroom_fir_boat,betternether__mushroom_fir_boat.png,OK
betternether:mushroom_fir_bookshelf,betternether__mushroom_fir_bookshelf.png,OK
betternether:mushroom_fir_button,betternether__mushroom_fir_button.png,OK
betternether:mushroom_fir_chair,betternether__mushroom_fir_chair.png,OK
betternether:mushroom_fir_chest,betternether__mushroom_fir_chest.png,OK
betternether:mushroom_fir_chest_boat,betternether__mushroom_fir_chest_boat.png,OK
betternether:mushroom_fir_chiseled_bookshelf,betternether__mushroom_fir_chiseled_bookshelf.png,OK
betternether:mushroom_fir_composter,betternether__mushroom_fir_composter.png,OK
betternether:mushroom_fir_crafting_table,betternether__mushroom_fir_crafting_table.png,OK
betternether:mushroom_fir_door,betternether__mushroom_fir_door.png,OK
betternether:mushroom_fir_fence,betternether__mushroom_fir_fence.png,OK
betternether:mushroom_fir_gate,betternether__mushroom_fir_gate.png,OK
betternether:mushroom_fir_hanging_sign,betternether__mushroom_fir_hanging_sign.png,OK
betternether:mushroom_fir_ladder,betternether__mushroom_fir_ladder.png,OK
betternether:mushroom_fir_log,betternether__mushroom_fir_log.png,OK
betternether:mushroom_fir_planks,betternether__mushroom_fir_planks.png,OK
betternether:mushroom_fir_plate,betternether__mushroom_fir_plate.png,OK
betternether:mushroom_fir_sapling,betternether__mushroom_fir_sapling.png,OK
betternether:mushroom_fir_sign,betternether__mushroom_fir_sign.png,OK
betternether:mushroom_fir_slab,betternether__mushroom_fir_slab.png,OK
betternether:mushroom_fir_stairs,betternether__mushroom_fir_stairs.png,OK
betternether:mushroom_fir_stem,betternether__mushroom_fir_stem.png,OK
betternether:mushroom_fir_stripped_bark,betternether__mushroom_fir_stripped_bark.png,OK
betternether:mushroom_fir_stripped_log,betternether__mushroom_fir_stripped_log.png,OK
betternether:mushroom_fir_taburet,betternether__mushroom_fir_taburet.png,OK
betternether:mushroom_fir_trapdoor,betternether__mushroom_fir_trapdoor.png,OK
betternether:mushroom_fir_trimmed_chest,betternether__mushroom_fir_trimmed_chest.png,OK
betternether:mushroom_fir_wall,betternether__mushroom_fir_wall.png,OK
betternether:mushroom_grass,betternether__mushroom_grass.png,OK
betternether:music_disc_gloom_wisps,betternether__music_disc_gloom_wisps.png,OK
betternether:music_disc_gloom_woods,betternether__music_disc_gloom_woods.png,OK
betternether:music_disc_gloomsculk,betternether__music_disc_gloomsculk.png,OK
betternether:neon_equisetum,betternether__neon_equisetum.png,OK
betternether:nether_brewing_stand,betternether__nether_brewing_stand.png,OK
betternether:nether_brick_tile_large,betternether__nether_brick_tile_large.png,OK
betternether:nether_brick_tile_slab,betternether__nether_brick_tile_slab.png,OK
betternether:nether_brick_tile_small,betternether__nether_brick_tile_small.png,OK
betternether:nether_brick_tile_stairs,betternether__nether_brick_tile_stairs.png,OK
betternether:nether_brick_wall,betternether__nether_brick_wall.png,OK
betternether:nether_cactus,betternether__nether_cactus.png,OK
betternether:nether_grass,betternether__nether_grass.png,OK
betternether:nether_lapis_ore,betternether__nether_lapis_ore.png,OK
betternether:nether_mushroom_bar_stool,betternether__nether_mushroom_bar_stool.png,OK
betternether:nether_mushroom_barrel,betternether__nether_mushroom_barrel.png,OK
betternether:nether_mushroom_boat,betternether__nether_mushroom_boat.png,OK
betternether:nether_mushroom_bookshelf,betternether__nether_mushroom_bookshelf.png,OK
betternether:nether_mushroom_button,betternether__nether_mushroom_button.png,OK
betternether:nether_mushroom_chair,betternether__nether_mushroom_chair.png,OK
betternether:nether_mushroom_chest,betternether__nether_mushroom_chest.png,OK
betternether:nether_mushroom_chest_boat,betternether__nether_mushroom_chest_boat.png,OK
betternether:nether_mushroom_chiseled_bookshelf,betternether__nether_mushroom_chiseled_bookshelf.png,OK
betternether:nether_mushroom_composter,betternether__nether_mushroom_composter.png,OK
betternether:nether_mushroom_crafting_table,betternether__nether_mushroom_crafting_table.png,OK
betternether:nether_mushroom_door,betternether__nether_mushroom_door.png,OK
betternether:nether_mushroom_fence,betternether__nether_mushroom_fence.png,OK
betternether:nether_mushroom_gate,betternether__nether_mushroom_gate.png,OK
betternether:nether_mushroom_hanging_sign,betternether__nether_mushroom_hanging_sign.png,OK
betternether:nether_mushroom_ladder,betternether__nether_mushroom_ladder.png,OK
betternether:nether_mushroom_planks,betternether__nether_mushroom_planks.png,OK
betternether:nether_mushroom_plate,betternether__nether_mushroom_plate.png,OK
betternether:nether_mushroom_sign,betternether__nether_mushroom_sign.png,OK
betternether:nether_mushroom_slab,betternether__nether_mushroom_slab.png,OK
betternether:nether_mushroom_stairs,betternether__nether_mushroom_stairs.png,OK
betternether:nether_mushroom_stem,betternether__nether_mushroom_stem.png,OK
betternether:nether_mushroom_taburet,betternether__nether_mushroom_taburet.png,OK
betternether:nether_mushroom_trapdoor,betternether__nether_mushroom_trapdoor.png,OK
betternether:nether_mushroom_wall,betternether__nether_mushroom_wall.png,OK
betternether:nether_mycelium,betternether__nether_mycelium.png,OK
betternether:nether_redstone_ore,betternether__nether_redstone_ore.png,OK
betternether:nether_reed_bar_stool,betternether__nether_reed_bar_stool.png,OK
betternether:nether_reed_barrel,betternether__nether_reed_barrel.png,OK
betternether:nether_reed_bookshelf,betternether__nether_reed_bookshelf.png,OK
betternether:nether_reed_button,betternether__nether_reed_button.png,OK
betternether:nether_reed_chair,betternether__nether_reed_chair.png,OK
betternether:nether_reed_chest,betternether__nether_reed_chest.png,OK
betternether:nether_reed_chest_raft,betternether__nether_reed_chest_raft.png,OK
betternether:nether_reed_chiseled_bookshelf,betternether__nether_reed_chiseled_bookshelf.png,OK
betternether:nether_reed_composter,betternether__nether_reed_composter.png,OK
betternether:nether_reed_crafting_table,betternether__nether_reed_crafting_table.png,OK
betternether:nether_reed_door,betternether__nether_reed_door.png,OK
betternether:nether_reed_fence,betternether__nether_reed_fence.png,OK
betternether:nether_reed_gate,betternether__nether_reed_gate.png,OK
betternether:nether_reed_hanging_sign,betternether__nether_reed_hanging_sign.png,OK
betternether:nether_reed_ladder,betternether__nether_reed_ladder.png,OK
betternether:nether_reed_planks,betternether__nether_reed_planks.png,OK
betternether:nether_reed_plate,betternether__nether_reed_plate.png,OK
betternether:nether_reed_raft,betternether__nether_reed_raft.png,OK
betternether:nether_reed_roof,betternether__nether_reed_roof.png,OK
betternether:nether_reed_roof_slab,betternether__nether_reed_roof_slab.png,OK
betternether:nether_reed_roof_stairs,betternether__nether_reed_roof_stairs.png,OK
betternether:nether_reed_sign,betternether__nether_reed_sign.png,OK
betternether:nether_reed_slab,betternether__nether_reed_slab.png,OK
betternether:nether_reed_stairs,betternether__nether_reed_stairs.png,OK
betternether:nether_reed_stem,betternether__nether_reed_stem.png,OK
betternether:nether_reed_taburet,betternether__nether_reed_taburet.png,OK
betternether:nether_reed_trapdoor,betternether__nether_reed_trapdoor.png,OK
betternether:nether_reed_wall,betternether__nether_reed_wall.png,OK
betternether:nether_ruby,betternether__nether_ruby.png,OK
betternether:nether_ruby_axe,betternether__nether_ruby_axe.png,OK
betternether:nether_ruby_block,betternether__nether_ruby_block.png,OK
betternether:nether_ruby_boots,betternether__nether_ruby_boots.png,OK
betternether:nether_ruby_chestplate,betternether__nether_ruby_chestplate.png,OK
betternether:nether_ruby_helmet,betternether__nether_ruby_helmet.png,OK
betternether:nether_ruby_hoe,betternether__nether_ruby_hoe.png,OK
betternether:nether_ruby_leggings,betternether__nether_ruby_leggings.png,OK
betternether:nether_ruby_ore,betternether__nether_ruby_ore.png,OK
betternether:nether_ruby_pickaxe,betternether__nether_ruby_pickaxe.png,OK
betternether:nether_ruby_shovel,betternether__nether_ruby_shovel.png,OK
betternether:nether_ruby_slab,betternether__nether_ruby_slab.png,OK
betternether:nether_ruby_stairs,betternether__nether_ruby_stairs.png,OK
betternether:nether_ruby_sword,betternether__nether_ruby_sword.png,OK
betternether:nether_sakura_bar_stool,betternether__nether_sakura_bar_stool.png,OK
betternether:nether_sakura_bark,betternether__nether_sakura_bark.png,OK
betternether:nether_sakura_barrel,betternether__nether_sakura_barrel.png,OK
betternether:nether_sakura_boat,betternether__nether_sakura_boat.png,OK
betternether:nether_sakura_bookshelf,betternether__nether_sakura_bookshelf.png,OK
betternether:nether_sakura_button,betternether__nether_sakura_button.png,OK
betternether:nether_sakura_chair,betternether__nether_sakura_chair.png,OK
betternether:nether_sakura_chest,betternether__nether_sakura_chest.png,OK
betternether:nether_sakura_chest_boat,betternether__nether_sakura_chest_boat.png,OK
betternether:nether_sakura_chiseled_bookshelf,betternether__nether_sakura_chiseled_bookshelf.png,OK
betternether:nether_sakura_composter,betternether__nether_sakura_composter.png,OK
betternether:nether_sakura_crafting_table,betternether__nether_sakura_crafting_table.png,OK
betternether:nether_sakura_door,betternether__nether_sakura_door.png,OK
betternether:nether_sakura_fence,betternether__nether_sakura_fence.png,OK
betternether:nether_sakura_gate,betternether__nether_sakura_gate.png,OK
betternether:nether_sakura_hanging_sign,betternether__nether_sakura_hanging_sign.png,OK
betternether:nether_sakura_ladder,betternether__nether_sakura_ladder.png,OK
betternether:nether_sakura_leaves,betternether__nether_sakura_leaves.png,OK
betternether:nether_sakura_log,betternether__nether_sakura_log.png,OK
betternether:nether_sakura_planks,betternether__nether_sakura_planks.png,OK
betternether:nether_sakura_plate,betternether__nether_sakura_plate.png,OK
betternether:nether_sakura_sapling,betternether__nether_sakura_sapling.png,OK
betternether:nether_sakura_sign,betternether__nether_sakura_sign.png,OK
betternether:nether_sakura_slab,betternether__nether_sakura_slab.png,OK
betternether:nether_sakura_stairs,betternether__nether_sakura_stairs.png,OK
betternether:nether_sakura_stripped_bark,betternether__nether_sakura_stripped_bark.png,OK
betternether:nether_sakura_stripped_log,betternether__nether_sakura_stripped_log.png,OK
betternether:nether_sakura_taburet,betternether__nether_sakura_taburet.png,OK
betternether:nether_sakura_trapdoor,betternether__nether_sakura_trapdoor.png,OK
betternether:nether_sakura_wall,betternether__nether_sakura_wall.png,OK
betternether:netherite_fire_bowl,betternether__netherite_fire_bowl.png,OK
