item_id,status,method,textures,output_png
betterend:virid_jadestone_pillar,OK,fallback_side,assets/betterend/textures/block/virid_jadestone_pillar_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betterend__virid_jadestone_pillar.png
betterend:virid_jadestone_plate,UNRESOLVED,unresolved,,
betterend:virid_jadestone_polished,OK,fallback_all,assets/betterend/textures/block/virid_jadestone_polished.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betterend__virid_jadestone_polished.png
betterend:virid_jadestone_slab,OK,fallback_side,assets/betterend/textures/block/virid_jadestone.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betterend__virid_jadestone_slab.png
betterend:virid_jadestone_stairs,OK,fallback_particle,assets/betterend/textures/block/virid_jadestone.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betterend__virid_jadestone_stairs.png
betterend:virid_jadestone_tiles,OK,fallback_all,assets/betterend/textures/block/virid_jadestone_tiles.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betterend__virid_jadestone_tiles.png
betterend:virid_jadestone_wall,UNRESOLVED,unresolved,,
betternether:acacia_bar_stool,OK,fallback_particle,assets/minecraft/textures/block/acacia_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__acacia_bar_stool.png
betternether:acacia_chair,OK,fallback_particle,assets/minecraft/textures/block/acacia_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__acacia_chair.png
betternether:acacia_taburet,OK,fallback_particle,assets/minecraft/textures/block/acacia_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__acacia_taburet.png
betternether:agave,OK,multi_layer_inventory,assets/betternether/textures/item/agave_seed.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__agave.png
betternether:agave_leaf,OK,multi_layer_inventory,assets/betternether/textures/block/agave_leaf_02.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__agave_leaf.png
betternether:agave_medicine,OK,multi_layer_inventory,assets/betternether/textures/item/agave_medicine.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__agave_medicine.png
betternether:agave_seed,OK,multi_layer_inventory,assets/betternether/textures/item/agave_seed.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__agave_seed.png
betternether:anchor_tree_bar_stool,OK,fallback_particle,assets/betternether/textures/block/anchor_tree_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_bar_stool.png
betternether:anchor_tree_bark,OK,fallback_all,assets/betternether/textures/block/anchor_tree_log_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_bark.png
betternether:anchor_tree_barrel,OK,fallback_side,assets/betternether/textures/block/anchor_tree_barrel_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_barrel.png
betternether:anchor_tree_boat,OK,multi_layer_inventory,assets/betternether/textures/item/anchor_tree_boat.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_boat.png
betternether:anchor_tree_bookshelf,OK,fallback_side,assets/betternether/textures/block/anchor_tree_bookshelf.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_bookshelf.png
betternether:anchor_tree_button,UNRESOLVED,unresolved,,
betternether:anchor_tree_chair,OK,fallback_particle,assets/betternether/textures/block/anchor_tree_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_chair.png
betternether:anchor_tree_chest,UNRESOLVED,unresolved,,
betternether:anchor_tree_chest_boat,OK,multi_layer_inventory,assets/betternether/textures/item/anchor_tree_chest_boat.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_chest_boat.png
betternether:anchor_tree_chiseled_bookshelf,OK,fallback_side,assets/betternether/textures/block/anchor_tree_chiseled_bookshelf_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_chiseled_bookshelf.png
betternether:anchor_tree_composter,OK,fallback_particle,assets/betternether/textures/block/anchor_tree_composter_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_composter.png
betternether:anchor_tree_crafting_table,OK,fallback_particle,assets/betternether/textures/block/anchor_tree_crafting_table_front.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_crafting_table.png
betternether:anchor_tree_door,OK,multi_layer_inventory,assets/betternether/textures/item/anchor_tree_door.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_door.png
betternether:anchor_tree_fence,UNRESOLVED,unresolved,,
betternether:anchor_tree_gate,UNRESOLVED,unresolved,,
betternether:anchor_tree_hanging_sign,OK,multi_layer_inventory,assets/betternether/textures/item/anchor_tree_hanging_sign.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_hanging_sign.png
betternether:anchor_tree_ladder,OK,multi_layer_inventory,assets/betternether/textures/block/anchor_tree_ladder.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_ladder.png
betternether:anchor_tree_leaves,OK,fallback_particle,assets/betternether/textures/block/anchor_tree_vine.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_leaves.png
betternether:anchor_tree_log,OK,fallback_particle,assets/betternether/textures/block/anchor_tree_log_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_log.png
betternether:anchor_tree_planks,OK,fallback_all,assets/betternether/textures/block/anchor_tree_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_planks.png
betternether:anchor_tree_plate,UNRESOLVED,unresolved,,
betternether:anchor_tree_sapling,OK,multi_layer_inventory,assets/betternether/textures/block/anchor_tree_sapling.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_sapling.png
betternether:anchor_tree_sign,OK,multi_layer_inventory,assets/betternether/textures/item/anchor_tree_sign.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_sign.png
betternether:anchor_tree_slab,OK,fallback_side,assets/betternether/textures/block/anchor_tree_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_slab.png
betternether:anchor_tree_stairs,OK,fallback_particle,assets/betternether/textures/block/anchor_tree_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_stairs.png
betternether:anchor_tree_stripped_bark,OK,fallback_all,assets/betternether/textures/block/anchor_tree_stripped_log_side_1.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_stripped_bark.png
betternether:anchor_tree_stripped_log,OK,fallback_particle,assets/betternether/textures/block/anchor_tree_stripped_log_side_1.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_stripped_log.png
betternether:anchor_tree_taburet,OK,fallback_particle,assets/betternether/textures/block/anchor_tree_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_taburet.png
betternether:anchor_tree_trapdoor,OK,fallback_particle,assets/betternether/textures/block/anchor_tree_trapdoor.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__anchor_tree_trapdoor.png
betternether:anchor_tree_wall,UNRESOLVED,unresolved,,
betternether:bamboo_bar_stool,UNRESOLVED,texture_read_failed,assets/minecraft/textures/block/bamboo_planks.png,
betternether:bamboo_chair,UNRESOLVED,texture_read_failed,assets/minecraft/textures/block/bamboo_planks.png,
betternether:bamboo_taburet,UNRESOLVED,texture_read_failed,assets/minecraft/textures/block/bamboo_planks.png,
betternether:bar_stool_cincinnasite,OK,fallback_particle,assets/betternether/textures/block/cincinnasite_forged.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bar_stool_cincinnasite.png
betternether:barrel_cactus,OK,fallback_particle,assets/betternether/textures/block/cactus_barrel_top.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__barrel_cactus.png
betternether:basalt_bricks,OK,fallback_all,assets/betternether/textures/block/basalt_bricks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__basalt_bricks.png
betternether:basalt_bricks_slab,OK,fallback_side,assets/betternether/textures/block/basalt_bricks_cracked.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__basalt_bricks_slab.png
betternether:basalt_bricks_stairs,OK,fallback_particle,assets/betternether/textures/block/basalt_bricks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__basalt_bricks_stairs.png
betternether:basalt_bricks_wall,OK,fallback_particle,assets/betternether/textures/block/basalt_bricks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__basalt_bricks_wall.png
betternether:basalt_furnace,OK,fallback_side,assets/betternether/textures/block/basalt_furnace_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__basalt_furnace.png
betternether:basalt_slab,UNRESOLVED,texture_read_failed,assets/betternether/textures/block/basalt_side.png,
betternether:basalt_stalactite,OK,multi_layer_inventory,assets/betternether/textures/item/basalt_stalactite.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__basalt_stalactite.png
betternether:birch_bar_stool,OK,fallback_particle,assets/minecraft/textures/block/birch_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__birch_bar_stool.png
betternether:birch_chair,OK,fallback_particle,assets/minecraft/textures/block/birch_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__birch_chair.png
betternether:birch_taburet,OK,fallback_particle,assets/minecraft/textures/block/birch_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__birch_taburet.png
betternether:black_apple,OK,multi_layer_inventory,assets/betternether/textures/item/black_apple.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__black_apple.png
betternether:black_apple_seed,OK,multi_layer_inventory,assets/betternether/textures/item/black_apple_seed.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__black_apple_seed.png
betternether:black_bush,OK,fallback_particle,assets/betternether/textures/block/black_bush.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__black_bush.png
betternether:black_vine,OK,multi_layer_inventory,assets/betternether/textures/block/black_vine.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__black_vine.png
betternether:blackstone_furnace,OK,fallback_side,assets/betternether/textures/block/blackstone_furnace_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blackstone_furnace.png
betternether:blackstone_stalactite,OK,multi_layer_inventory,assets/betternether/textures/item/blackstone_stalactite.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blackstone_stalactite.png
betternether:bleached_gloomsculk,OK,fallback_side,assets/betternether/textures/block/bleached_gloomsculk_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bleached_gloomsculk.png
betternether:blooming_vine,OK,multi_layer_inventory,assets/betternether/textures/item/flowered_vine.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blooming_vine.png
betternether:blue_crying_obsidian,OK,fallback_all,assets/betternether/textures/block/blue_crying_obsidian.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_crying_obsidian.png
betternether:blue_obsidian,OK,fallback_all,assets/betternether/textures/block/blue_obsidian.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian.png
betternether:blue_obsidian_bricks,OK,fallback_all,assets/betternether/textures/block/blue_obsidian_bricks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian_bricks.png
betternether:blue_obsidian_bricks_slab,OK,fallback_side,assets/betternether/textures/block/blue_obsidian_bricks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian_bricks_slab.png
betternether:blue_obsidian_bricks_stairs,OK,fallback_particle,assets/betternether/textures/block/blue_obsidian_bricks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian_bricks_stairs.png
betternether:blue_obsidian_glass,OK,fallback_all,assets/betternether/textures/block/blue_obsidian_glass.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian_glass.png
betternether:blue_obsidian_glass_pane,OK,multi_layer_inventory,assets/betternether/textures/block/blue_obsidian_glass.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian_glass_pane.png
betternether:blue_obsidian_rod_tiles,OK,fallback_all,assets/betternether/textures/block/blue_obsidian_rod_tiles.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian_rod_tiles.png
betternether:blue_obsidian_tile,OK,fallback_all,assets/betternether/textures/block/blue_obsidian_tile.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian_tile.png
betternether:blue_obsidian_tile_slab,OK,fallback_side,assets/betternether/textures/block/blue_obsidian_tile_small.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian_tile_slab.png
betternether:blue_obsidian_tile_small,OK,fallback_all,assets/betternether/textures/block/blue_obsidian_tile_small.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian_tile_small.png
betternether:blue_obsidian_tile_stairs,OK,fallback_particle,assets/betternether/textures/block/blue_obsidian_tile_small.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_obsidian_tile_stairs.png
betternether:blue_weeping_obsidian,OK,fallback_all,assets/betternether/textures/block/blue_weeping_obsidian.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__blue_weeping_obsidian.png
betternether:bone_block,OK,fallback_all,assets/betternether/textures/block/bone_block.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_block.png
betternether:bone_button,OK,direct_block_texture,assets/betternether/textures/block/bone_button.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_button.png
betternether:bone_cincinnasite_door,OK,multi_layer_inventory,assets/betternether/textures/item/bone_cincinnasite_door.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_cincinnasite_door.png
betternether:bone_grass,OK,multi_layer_inventory,assets/betternether/textures/block/bone_grass_1.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_grass.png
betternether:bone_mushroom,OK,multi_layer_inventory,assets/betternether/textures/item/bone_mushroom_spore.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_mushroom.png
betternether:bone_mushroom_spore,OK,multi_layer_inventory,assets/betternether/textures/item/bone_mushroom_spore.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_mushroom_spore.png
betternether:bone_plate,UNRESOLVED,unresolved,,
betternether:bone_reed_door,OK,multi_layer_inventory,assets/betternether/textures/item/bone_reed_door.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_reed_door.png
betternether:bone_slab,OK,fallback_side,assets/betternether/textures/block/bone_slab_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_slab.png
betternether:bone_stairs,OK,fallback_particle,assets/betternether/textures/block/bone_block.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_stairs.png
betternether:bone_stalactite,OK,multi_layer_inventory,assets/betternether/textures/item/bone_stalactite.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_stalactite.png
betternether:bone_tile,OK,fallback_all,assets/betternether/textures/block/bone_slab_top.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_tile.png
betternether:bone_wall,OK,fallback_particle,assets/betternether/textures/block/bone_post.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bone_wall.png
betternether:bowl_upgrade_smithing_template,OK,multi_layer_inventory,assets/betternether/textures/item/bowl_upgrade_smithing_template.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bowl_upgrade_smithing_template.png
betternether:brick_pot,OK,fallback_particle,assets/betternether/textures/block/brick_pot_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__brick_pot.png
betternether:bricks_fire_bowl,OK,fallback_particle,assets/betternether/textures/block/nether_brick_tile_large.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bricks_fire_bowl.png
betternether:bricks_fire_bowl_soul,OK,fallback_particle,assets/betternether/textures/block/nether_brick_tile_large.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__bricks_fire_bowl_soul.png
betternether:ceiling_mushrooms,OK,fallback_particle,assets/betternether/textures/block/ceiling_mushrooms_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__ceiling_mushrooms.png
betternether:chair_cincinnasite,OK,fallback_particle,assets/betternether/textures/block/cincinnasite_forged.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__chair_cincinnasite.png
betternether:cherry_bar_stool,OK,fallback_particle,assets/minecraft/textures/block/cherry_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cherry_bar_stool.png
betternether:cherry_chair,OK,fallback_particle,assets/minecraft/textures/block/cherry_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cherry_chair.png
betternether:cherry_taburet,OK,fallback_particle,assets/minecraft/textures/block/cherry_planks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cherry_taburet.png
betternether:chest_of_drawers,OK,fallback_particle,assets/betternether/textures/block/chest_of_drawers_back.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__chest_of_drawers.png
betternether:cincinnasite,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite.png
betternether:cincinnasite_anvil,OK,fallback_particle,assets/betternether/textures/block/cincinnasite_anvil_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_anvil.png
betternether:cincinnasite_axe,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite_axe.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_axe.png
betternether:cincinnasite_axe_diamond,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite_axe_diamond.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_axe_diamond.png
betternether:cincinnasite_bars,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite_bars.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_bars.png
betternether:cincinnasite_block,OK,fallback_all,assets/betternether/textures/block/cincinnasite.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_block.png
betternether:cincinnasite_boots,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite_boots.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_boots.png
betternether:cincinnasite_brick_plate,OK,fallback_all,assets/betternether/textures/block/cincinnasite_brick_plate.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_brick_plate.png
betternether:cincinnasite_bricks,OK,fallback_all,assets/betternether/textures/block/cincinnasite_bricks.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_bricks.png
betternether:cincinnasite_bricks_pillar,OK,fallback_particle,assets/betternether/textures/block/cincinnasite_bricks_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_bricks_pillar.png
betternether:cincinnasite_button,OK,direct_block_texture,assets/betternether/textures/block/cincinnasite_button.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_button.png
betternether:cincinnasite_carved,OK,fallback_all,assets/betternether/textures/block/cincinnasite_spiral.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_carved.png
betternether:cincinnasite_chain,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite_chain.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_chain.png
betternether:cincinnasite_chestplate,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite_chestplate.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_chestplate.png
betternether:cincinnasite_diamond_upgrade_smithing_template,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite_diamond_upgrade_smithing_template.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_diamond_upgrade_smithing_template.png
betternether:cincinnasite_excavator,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite_excavator.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_excavator.png
betternether:cincinnasite_excavator_diamond,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite_excavator_diamond.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_excavator_diamond.png
betternether:cincinnasite_fire_bowl,OK,fallback_particle,assets/betternether/textures/block/cincinnasite_forged.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_fire_bowl.png
betternether:cincinnasite_fire_bowl_soul,OK,fallback_particle,assets/betternether/textures/block/cincinnasite_forged.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_fire_bowl_soul.png
betternether:cincinnasite_forge,OK,fallback_side,assets/betternether/textures/block/cincinnasite_forge_side.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_forge.png
betternether:cincinnasite_forged,OK,fallback_all,assets/betternether/textures/block/cincinnasite_forged.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_forged.png
betternether:cincinnasite_frame,OK,fallback_all,assets/betternether/textures/block/cincinnasite_panel.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_frame.png
betternether:cincinnasite_hammer,OK,multi_layer_inventory,assets/betternether/textures/item/cincinnasite_hammer.png,C:\Users\GodPC\curseforge\minecraft\Instances\All in one\item-assets-20260917-040836-dd2ede\baked_icons\betternether__cincinnasite_hammer.png
